id,category,english,localized,inspected
6dkvootrxa,topic,break,휴식,True
SPH_0gDzXd,topic,break time,쉬는 시간,True
LSYObzf2y5,topic,breakfast,아침,False
LsJBeFwtmA,topic,breaktime,쉬는 시간,False
3TuEWgvpd3,topic,brush teeth,이를 닦아요,False
ay9zFdOvUK,topic,build,건설,False
jYO6Z9S8WD,topic,building blocks,블록 조립놀이,False
Gu4Vk7WaBY,topic,bumper cars,범퍼 카,False
2DV5YXDN2U,topic,bus,버스,False
0vIPQcotMf,topic,cake,케이크,False
bg1QwP6eIQ,topic,calendar,캘린더,False
uSZbfWd24K,topic,call,전화,False
lCNH9iEedK,topic,cancel,취소,False
IA0iR5equz,topic,candy,사탕,False
rFPMYNyp9u,topic,candy floss,솜사탕,False
2DNqirPt0_,topic,car,자동차,False
-1SJyugBuX,topic,car ride,자동차 타기,False
h4bhZV_kxu,topic,card,카드,False
DLjcdyal8c,topic,cards,카드,False
HhnB4FtFan,topic,carnivore,육식동물,False
abPVau7epK,topic,cartoon,만화,True
ucBETq0Hhp,topic,cartoons,만화,True
VEdyWQtGuq,topic,celebration,축하,False
6nbW3Iqrfb,topic,center,센터,False
AQ8esoMp_0,topic,chair,의자,False
mBHDGnrtnw,topic,chore,일,False
mrNM91WYuJ,topic,chores,일,False
IC2VKwEWbF,topic,chuckling,꼬옥,False
QZg5_V3fHz,topic,cinema,영화관,True
vN9zzjXskH,topic,class,교실,True
lanXgQ4kc9,topic,classes,수업,True
uK0UmLUNHi,topic,classmate,친구,True
IKFZpU4ECQ,topic,classmates,동급생,True
L5n_Q6xRVF,topic,classroom,교실,True
uG4JKN6TSL,topic,classroom activity,교실 활동,False
i-fS2HeQPG,topic,clay,점토,False
ABUU33Xf6E,topic,clean,깨끗해요,False
LYxWPzOkhE,topic,clean room,방,False
o_ZkOIHAjw,topic,clean up,정리,False
oBmU19CegM,topic,cleaners,청소부,False
7YN6UfwntV,topic,cleaning,청소,False
FMk7yvs8rr,topic,clothes,옷,False
FtoaGbTfPS,topic,clothing,의류,False
r57QJmaDol,topic,clowns,광대,False
63BIuiTJAL,topic,color,색깔,True
Mv0qUUpOV1,topic,coloring,색칠하기,False
CGMa4tcedr,topic,coloring book,컬러링북,False
ZMzrVSxPQy,topic,colors,색깔,True
6kQ2nroud2,topic,comfort,편안함,False
qZBdz6A-UZ,topic,computer,컴퓨터,False
q_GQdjMLWU,topic,computer games,컴퓨터 게임,False
4un0D5TP78,topic,cone,콘,False
hsI4VRuVvD,topic,confusion,혼란,False
ZqQmq0jgXj,topic,conversation,대화,True
hyrWpizg14,topic,cook,요리,False
3WA8c-FPkI,topic,cookies,쿠키,False
zqVEMisZNk,topic,cooking,요리,True
hn6ebqBr0c,topic,correction,교정,False
xYJeS2MtF5,topic,cotton candy,솜사탕,False
65l6pUb9AS,topic,craft,공예,False
Nffft4shNo,topic,crafts,공예,True
6wjDWr7QTB,topic,crayons,크레용,False
0DLZqeybtr,topic,creativity,창의력,False
JHO4VaHEpx,topic,cutting,잘라내기,True
sNFn4U2eF5,topic,dance,춤,True
CtvZJODlsP,topic,dancing,춤,False
DXoEukH8Xk,topic,dasom,다솜,False
-p7DQL_cJH,topic,day,하루,True
3dlfQ6VV2V,topic,delivery,배송,False
3J-01LE5m3,topic,dessert,디저트,False
h0woy4Ut_M,topic,dinner,저녁,False
vTKJn1aaDd,topic,dinosaur,공룡,False
Ye6wjA9xyy,topic,dishes,식기,False
ob4zxP87-c,topic,do,행동,True
_YxmVQyJQf,topic,document,문서,False
AuS-NbVaGa,topic,dog,개,False
Lw_3UEyU7X,topic,doing laundry,빨래,False
0o55x3aumQ,topic,doll,인형,True
KAtrzi67MR,topic,dolls,인형,False
Rmkhi9Y5sx,topic,doodle,낙서,False
B8bztu4RR_,topic,door,문,False
XL_k6Cf8FL,topic,download,다운로드,False
QuW95kXgGG,topic,draw,그림,True
o3o0f8L2ph,topic,drawing,그리기,True
0GAgZdOFuq,topic,drawing ( activity ),그리기,False
bTl54LXdDI,topic,drawing book,그림책,False
UxogNdDpFf,topic,drawings,그림,False
4e_lfMS9uv,topic,dress,드레스,False
neDNX7NRWJ,topic,drink,마실거에요,False
PtVtyhl2En,topic,drums,드럼,False
t7egnpdkbv,topic,dry cleaning,드라이 클리닝,False
G4WNl89j6t,topic,e - book,이북,False
gry1dm2ab7,topic,eat,식사,True
x2EAtHB2Rj,topic,eating,식사,True
WUaJMObp8p,topic,eating ( activity ),식사,False
4RdEet_2gQ,topic,ebook,이북,False
P1ocXtrEhf,topic,error,오류,True
fAlEV1fr-D,topic,evening,저녁,False
-d9rICnFrM,topic,exercise,운동,False
AhekrlV-yw,topic,exercising,운동,False
OqptytpFU2,topic,experiment,실험,True
plsdpMKgA7,topic,family,가족,False
7viZZuVxIr,topic,father,아빠,True
zVoiK5kyn8,topic,favorite,좋아하는,False
sUYuN93nsf,topic,feeling,기분,False
-JTtn1mFvY,topic,ferris wheel,관람차,False
KnMhomaoYv,topic,file,파일,False
RAFAS9LuXC,topic,finish drawing,그리기 끝내요,False
ZKBCxMyeFz,topic,first,첫 번째,True
vAc9piZoml,topic,flavor,맛,False
R7ZaxkCKYZ,topic,flower,꽃,False
3hVLzR1uUk,topic,flowers,꽃,False
XYd7spA6_e,topic,food,음식,True
bwj_ihSLvC,topic,food stalls,음식 집,False
eDGjgRfAzK,topic,foods,음식,False
LOPwB6gP7U,topic,football,축구,True
ZsQJEHpaSc,topic,fossil,화석,False
bXfu9JuvvL,topic,friend,친구,True
FzmfcoAijg,topic,friends,친구,True
VNFo2y7Jtu,topic,fruit,과일,False
gxb8kITrqU,topic,fruits,과일,False
wYZ3hlqRaH,topic,fun,즐거움,False
1nhBJAbTzM,topic,fun activity,즐거운 활동,False
t-cMR8Pbvc,topic,funny,웃긴,False
sR6Y5pG8tb,topic,funny story,웃긴 이야기,False
fba96lFYKN,topic,funny thing,웃긴 것,False
kIjPY5r2mK,topic,game,놀이,True
HXUW6Aqul2,topic,games,게임,True
Ny8FcghSxt,topic,garden,정원,False
Px8Z1qkwJW,topic,gardening,가드닝,False
kWr1NoEteM,topic,gift,선물,False
yzbNoUa1xE,topic,gluing,붙이기,True
LM0bXfB2BD,topic,go outside,밖 가요,False
KMU5S5yP36,topic,going,가는,False
o155HdxDwa,topic,grandma,할머니,True
DGTakTQt9D,topic,grandpa,할아버지,False
AY8egiZkL-,topic,greeting,인사,False
W1V5Z997A6,topic,grocery,식료품,False
Vl937VqDo2,topic,grocery shopping,식료품 쇼핑,False
FBA6ESE5tT,topic,grocery store,식료품 가게,False
FkJKHidooM,topic,gym,체육관,False
9U1qtuAJy9,topic,help,도움,True
HJe1_inAW7,topic,hide and seek,숨바꼭질,True
Aqidqup3q2,topic,history,역사,False
d5tUph-sO7,topic,home,집,False
Z9QfUYXuVg,topic,homework,숙제,True
rF0gwUU-JV,topic,hot dog,핫도그,False
RPyf30i9Eg,topic,house,집,False
teoTZ4XI06,topic,hug,안아주기,False
NsHYZ_m4dN,topic,ice cream,아이스크림,True
hBbLoJ_XkY,topic,ice cream shop,아이스크림 가게,False
mA8qEHU0tJ,topic,installation,설치,False
uhYjqzqcaU,topic,instruments,악기,False
2H3gObVNPI,topic,interesting thing,재미있는 것,False
ypmOPTailK,topic,internet,인터넷,False
VvTPZQHASE,topic,jacket,재킷,False
pv8iA23Lew,topic,joke,농담,False
7IpPdEkinL,topic,jokes,농담,False
vIWdAkMt4o,topic,joy,기쁨,False
9SnQ_gxiJr,topic,juice,주스,False
hpJHwr38Sk,topic,keys,열쇠,False
a-axES1aag,topic,kitchen,주방,False
VqsISkbTQr,topic,korean,한국어,False
huhOCk96Wn,topic,korean language,한국어,False
zwiIyYv7up,topic,laughter,웃음,False
go_LIE6GYZ,topic,laundry,세탁,False
cyTl48Juxm,topic,learn,배우기,True
d1vLFZB4dR,topic,learning,배우기,True
PkTSotJ5K3,topic,legos,레고,False
yHMiG8vVr7,topic,lesson,수업,True
KqMbwnuQTE,topic,lessons,수업,True
owb2-pLJgY,topic,letter,편지,False
Yr4ahWlSAA,topic,library,도서관,False
86cuWIHjVI,topic,list,목록,False
7HjNTrqSKY,topic,listen,듣기,True
thb-xxVWGc,topic,listening,듣기,False
pTo8nkxVXx,topic,listening music,음악 청취,False
RltWF5ZdK3,topic,living room,거실,False
Ro7zGl_2ZO,topic,long time,오랜 시간,False
3fY2lU3-Z2,topic,love,사랑,False
4PgUQB51Ht,topic,lunch,점심,True
_0hjBhSJwK,topic,lunchtime,점심 시간,False
WtBG1qiU3i,topic,magazine,잡지,False
LHNnALZED5,topic,markers,마커,False
Vw7mR4BXYQ,topic,math,수학,True
-Q6cagIwqO,topic,math class,수학 수업,False
IdZZnS1JYW,topic,math problems,수학 문제,False
nMI7jhboBK,topic,mathematics,수학,False
vMmv5GwdN7,topic,meal,식사,True
GKOshDWEOH,topic,meals,식사,False
cfLseH912n,topic,misunderstanding,오해,False
92wk3FeCUg,topic,mom,엄마,True
PmfBMP7ROu,topic,money,돈,False
kEL-CvSGNY,topic,morning,아침,False
O4mgWqFqes,topic,mother,엄마,False
0IK-m4gxPa,topic,movie,영화,True
IHe9jsRFYr,topic,movies,영화,False
BczO4HZJrQ,topic,museum,박물관,False
vP_-1EBC-y,topic,museums,박물관,False
AMFNW_Hop-,topic,music,음악,True
ZGrPFV4a94,topic,music class,음악 수업,False
yQeyojCCSs,topic,music lesson,음악 수업,False
EHM7JYQ_p1,topic,name,이름,False
E8ycSIDikj,topic,nap,숙면,False
QTo9sTwGbp,topic,napping,낮잠,False
__wM5lb9Pe,topic,navigation,내비게이션,False
ltFnoOCvzw,topic,need,필요,True
lxb1gsAXuA,topic,night,밤,False
nWwmU8Akdg,topic,night light,"야간 등 (topic, noun)",False
gipi_WeOG1,topic,online,온라인,False
fJ7k0KL_2P,topic,outdoor,야외,False
rpOcgCG1CB,topic,outside,밖,True
5tQi2dZn06,topic,outside games,외부 게임,False
ZqpLyaTe55,topic,paint,페인트,True
avHz0ZRm75,topic,painting,그림 그리기,True
BlYBgOB8Tf,topic,pajamas,잠옷,False
WTzolM3Ss1,topic,pancakes,팬케이크,False
gZmQLvtFoU,topic,paper,종이,True
yVzbsrSuDr,topic,park,공원,True
Hk0kYPbxze,topic,parks,공원,False
4OZcY0Z2ny,topic,party,파티,False
1Wj4oe5i7N,topic,payment,결제,False
-CvDkFa4-c,topic,pencil,연필,True
1y_lZKNBSf,topic,pencils,연필,False
SWu4OkoRjD,topic,people,사람,False
RN_5LxJx9Q,topic,phone,전화기,False
jjY6UuexSu,topic,physical education,체육 수업,False
TKIDIbkl3s,topic,piano,피아노,False
3pjzlYYTJe,topic,pick - up,픽업,False
OO-6uwV-HQ,topic,picnic,소풍,False
EQCKKzF9qf,topic,picture,사진,True
bbvqejGoW5,topic,picture book,사진,False
jDPzaN0FbQ,topic,pictures,사진,True
R3fv0mDELD,topic,pillow,베개,False
tTsnEB1qB3,topic,plan,계획,False
KhOKsfuOAb,topic,play,놀이,True
WgxTknY-Gq,topic,play ( activity ),놀이,False
S1dcqg8pYQ,topic,play dough,실내 놀이용 점토,False
VmRehPy4mC,topic,play outside,놀이 밖,False
XvkJ6Xd1Nh,topic,play time,놀이 시간,False
_7iDLDiSOU,topic,played,놀았어요,False
4o8ZrJyql0,topic,playground,놀이터,True
SgrJ3-soFj,topic,playing,놀이,True
Ey9foSp4qG,topic,playing games,놀이 게임,False
xMfaBD18lL,topic,playing instrument,악기 연주,False
qfSEo16dyq,topic,playing outside,놀이 밖,False
aqa0CuQBT2,topic,playtime,놀이 시간,True
QYYzlF7QT2,topic,popcorn,팝콘,True
krpVH4nyGR,topic,practice,연습,True
t5WaCx28br,topic,present,선물,False
wDOPUCmm8o,topic,problem,문제,True
_KPE_OyQTw,topic,program,프로그램,False
SeRymPAZgl,topic,project,프로젝트,True
bdoCOQ7sIi,topic,puppet show,인형극,False
C7wG2s7cKo,topic,push button,버튼 누르기,False
29KrNnXxhw,topic,puzzle,퍼즐,True
J_fpsBQvUG,topic,puzzles,퍼즐,True
DIqbvkrQ8K,topic,question,질문,False
1z_fyn0F2U,topic,read,읽기,True
nZgAiNOnPJ,topic,read book,책 읽기,False
xSUB5MbEYf,topic,reading,읽기,True
Z9wiBg4ouG,topic,reading ( activity ),읽기,False
_KaR2mar1c,topic,reading book,책 읽기,False
o_FTThvDqj,topic,receipt,영수증,False
bbuEkm70HA,topic,recess,외출,True
GNb4wVR5kh,topic,rest,휴식,False
HFcCaxrAIv,topic,restaurant,식당,False
WIBPEKPI70,topic,ride,타요,False
jLwA_oRqfo,topic,rides,타요,False
eEOjIafw0b,topic,robot,로봇,False
cloYyt8OGb,topic,role play,롤플레이,False
TT0yEdVXCM,topic,roller coaster,롤러코스터,False
2KPGojjB0s,topic,rollercoaster,롤러코스터,False
Jw5KqXbGgq,topic,room,방,True
sq4xJoaI5a,topic,rule,규칙,True
qLY8rRApZW,topic,rules,규칙,True
UeI__XeQNE,topic,run,달리기,True
eZobLY2Zaa,topic,running,달리기,False
mZPdlAcHRy,topic,safety,안전,False
XjwJkS1xQT,topic,salad,샐러드,False
QCd1yyXN1X,topic,sand,모래,False
v87vwbFyNz,topic,sandbox,모래사장,True
l6a_W_vdiO,topic,sandwich,샌드위치,True
GrsPUoBWQb,topic,schedule,일정,False
2bqHLaFEOK,topic,school,학교,True
HSqQ6LpTen,topic,school lunch,학교 점심,False
AIVv8SZhiV,topic,science,과학,True
Lji9ZazwTk,topic,scoop,스쿱,False
MKImtd3Ojq,topic,sculpting,조각하기,True
volZ4dnema,topic,see,보기,False
n01SVLYqK5,topic,session,세션,False
JB4_-guove,topic,share,나누기,True
q_hYE0lLKz,topic,shopping,쇼핑,True
hRnYLaKVu9,topic,show,쇼,False
Msw_kz72pO,topic,sing,노래,True
g1Q1d8pbGe,topic,singing,노래,False
jF25ipa8Mu,topic,sister,"언니 (topic, noun)",False
sXSvfHDI4h,topic,size,크기,False
LDNDyEmQql,topic,sketch,스케치,False
74ZjcTaESH,topic,sketchbook,스케치북,False
KEucnKsB6z,topic,sleep,잠,False
ozvjJfx0a3,topic,sleeping,잠,False
7Dv5wonLcC,topic,slide,미끄럼틀,True
8F3FVWQ3_y,topic,slides,미끄럼틀,False
7GLpr3arzH,topic,smile,미소,False
m1j5PkKgIo,topic,snack,과자,True
I6RvE1jO9P,topic,snacks,과자,True
vOm3Ivap1a,topic,soccer,축구,True
MykEpmE_3J,topic,software,소프트웨어,False
Fz9L8Pgfr1,topic,solution,해결,True
WuUuXY1ymf,topic,song,노래,True
ymcbqCiwH-,topic,songs,노래,False
-oR-sYyoON,topic,sound,소리,False
RwG01miv8U,topic,soup,수프,False
Xkb2mDLBRs,topic,spaghetti,스파게티,False
uzKg7g3sZd,topic,special day,특별한 날,False
I9akCSnebp,topic,sport,스포츠,False
Ddl43DNFUp,topic,sports,스포츠,True
BgnsXsp7Uh,topic,sprinkles,스프링클,False
CpTUu-s-qk,topic,stay,머무르기,False
L0dv_PTqgq,topic,store,가게,False
kqzvhWOBrc,topic,stories,이야기,False
lnpE__vNu7,topic,story,이야기,True
B_xFi0negG,topic,story book,이야기,False
qiyskAciMh,topic,storytelling,이야기,False
sX6NvIW7H0,topic,study,공부,True
6JyUR7bg_T,topic,studying,공부,False
Oct0H6k8G7,topic,subject,과목,True
rzQIL0Zu5b,topic,subjects,과목,False
BXwJoIXfO-,topic,supermarket,슈퍼마켓,False
7g1AtqCUxq,topic,surprise,놀라움,False
Kfz41RM-Tn,topic,swimming,수영,False
3L58S0C71G,topic,swing,그네,True
yb3uK8mcyv,topic,swings,그네,False
2DPcjtYqPt,topic,table,테이블,False
rjRieEWi9P,topic,talk,이야기,True
xpYRomG2S2,topic,talked,이야기,False
g2TlurOrjX,topic,tasks,할일,False
53eLBLSTuk,topic,teacher,선생님,True
Cl-805ZmS-,topic,television,텔레비전,False
8T9a-E4F7B,topic,theater,극장,True
J0N0vDHNxo,topic,theme park food,테마 파크 음식,False
9EyQPO_OO5,topic,therapeutic,치료적,False
bEMVGp6vdz,topic,therapy,치료,False
AMdyvxe2Qz,topic,there,거기,False
fwevuioC5m,topic,tickets,티켓,True
Cvu5PkRqny,topic,time,시간,False
3xeqn30X8m,topic,to - do list,할일 목록,False
DTobD2zH-f,topic,today,오늘,False
E_18FI6t6S,topic,todays plan,오늘 계획,False
9UMfiB_gG7,topic,todo,할일,False
9Cph_SxXNJ,topic,todos,할일,False
UhU29qrEDh,topic,together,함께,True
wkpLfQFBhQ,topic,toothbrush,칫솔,False
05joagL419,topic,toy,장난감,True
qCnrbCsLI4,topic,toy blocks,장난감 블록,False
oO9Gh8AGCX,topic,toy car,장난감 자동차,False
oC-pUJyHFY,topic,toy cars,장난감 자동차,False
94P91PSrBv,topic,toy store,장난감 가게,False
pt-tfZEEK4,topic,toys,장난감,True
1qcS4q395u,topic,trampoline,트램폴린,False
gXYPLyE3Jy,topic,tree,나무,False
jGVNYDxLu4,topic,triceratops,트리케라톱스,False
wR6jjqUIMI,topic,trip,여행,False
TxjIz_Ta9s,topic,tv,TV,True
ncqGVkfUxd,topic,tv Show,TV 프로그램,False
8X3xGnZUXJ,topic,tv show,TV 프로그램,False
o51_iDva4J,topic,tweeting,트윗,False
2eRmnGqVDZ,topic,tyrannosaurus,티라노사우르스,False
hX_5In0X6m,topic,uncle,삼촌,False
k5Zet-Q-dz,topic,vegetables,채소,False
mytaFEgWct,topic,velociraptor,벨로키랍터,False
20Jqf32O5m,topic,video,비디오,False
D-o5-bn56I,topic,video call,비디오 통화,False
FTmjcKhPX5,topic,video game,비디오 게임,False
7lbh1_Y6Dl,topic,video games,비디오 게임,False
O2vYZpGzyP,topic,videogame,비디오 게임,False
joF5kheIoO,topic,visit,방문,True
LPrkx7VKpR,topic,voice,목소리,False
uwqFzosvTz,topic,walk,걷기,False
THhPalF2ZP,topic,washing,세탁,False
JTDj3vAlSA,topic,watch,관람,True
xzi9DrBbE9,topic,watch tv,텔레비전 보기,False
_WZK8t_QnR,topic,watching cartoons,만화 보기,False
8CHEDOiBjz,topic,watching tv,텔레비전 보기,False
W96jA19WK8,topic,water,물,False
1x1x0oBhN2,topic,water friends,물 친구,False
keVw2A-FVW,topic,we,우리,False
pLXWEA1H4L,topic,week,주,False
kYzgM-b-Vv,topic,work,일,False
Nlqa9L4A7P,topic,write,쓰기,False
VekDlhcSYO,topic,writing,글쓰기,True
WEboveknKc,topic,yunsu,윤수,False
gPrMixJ4B4,topic,zoo,동물원,False
